unique identifier,Budget Year,Account Type,Department,Unit,Child Fund,Amount
4606,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,23318
4607,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2800
4608,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,237848
4609,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,394540
4610,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2500
4611,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1680
4612,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,7500
4613,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1500
4614,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1933
4615,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,3000
4616,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,8470
4617,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,16058
4618,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,19623
4619,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,5000
4620,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,25000
4621,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,77230
4622,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,10226
4623,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,88346
4624,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,119
4625,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,17743
4626,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,967
4627,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,100637
4628,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,505919
4629,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-1072206
4630,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1419817
4631,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-251872
4632,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-100000
4633,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2980
4634,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-1677
4635,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-1386786
4636,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,268153
4637,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,37644
4638,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,33126
4639,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,37644
4640,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,33126
4641,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1150
4642,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1150
4643,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,680
4644,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,10402
4645,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,10402
4646,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9153
4647,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9153
4648,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9062
4649,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,11344
4650,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,11344
4651,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9062
4652,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,14599
4653,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,16590
4654,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,16590
4655,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,14599
4656,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,500
4657,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1000
4658,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1765
4659,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,2500
4660,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,8710
4661,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,200
4662,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,100
4663,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,5000
4664,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,10000
4665,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,150000
4666,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,343811
4667,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
4668,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
4669,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,750
4670,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
4671,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1200
4672,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
4673,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
4674,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1200
4675,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,2000
4676,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
4677,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,5560
4678,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,6318
4679,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,5560
4680,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,6318
4681,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,-89126
4682,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,-242460
4683,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,86149
4684,2011-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,90692
4685,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,243797
4686,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,3421
4687,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,780
4688,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,897206
4689,2011-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,29079
4690,2011-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2140 - California Department of Transportation,100000
4691,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,25342
4692,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,17123
4693,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,6978
4694,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,2981
4695,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,1592
4696,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,147
4697,2011-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,10158
4698,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,98424
4699,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,413
4700,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,27197
4701,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,29659
4702,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,43376
4703,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,2
4704,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,80
4705,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,1000
4706,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,10127
4707,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,1917
4708,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,261
4709,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,587
4710,2011-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,16519
4711,2011-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,42408
4712,2011-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,2977
4713,2011-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,1590
4714,2011-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,3715
4715,2011-07-01,Expense,Fire,20913 - EMS Training,2160 - County of Alameda: Grants,350000
4716,2011-07-01,Expense,Fire,20913 - EMS Training,2160 - County of Alameda: Grants,523515
4717,2011-07-01,Expense,Fire,20913 - EMS Training,2160 - County of Alameda: Grants,80000
4718,2011-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,28448
4719,2011-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,1998
4720,2011-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,1066
4721,2011-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,2620
